905758655,911943,2969,109,36,218043
172974860,911953,5960,206,117,527996
939000880,911963,82,154,91,5177
633914840,911973,8343,153,97,460033
512794864,911983,6250,109,36,459000
255719077,911993,1812,206,117,160525
487712991,911410,3967,109,36,291336
481207883,911420,8961,255,159,859001
502223527,911430,7957,651,525,1004571
118338048,911440,7713,437,263,1341059
922129571,911450,7487,47,32,117246
231176221,911460,9036,9,7,21777
988056123,911470,6618,651,525,835523
960347402,911480,6992,82,57,175220
840628182,911490,9415,651,525,1188644
646476590,911500,5644,82,57,141439
620470750,911510,9938,9,7,23951
330188786,911520,9054,82,57,226893
468208825,911530,2251,9,7,5425
152108991,911540,1285,153,97,70855
524467408,911550,416,668,503,68944
252862203,911560,6400,153,97,352896
929871499,911570,8495,255,159,814331
773073422,911580,8460,109,36,621302
925046098,911590,552,651,525,69690
953367650,911600,1528,206,117,135366
650616204,911610,648,651,525,81810
934369885,911620,9668,206,117,856488
247206819,911630,2846,9,7,6859
856705129,911640,6940,206,117,614815
755442941,911650,1209,154,91,76324
860998380,911660,7409,82,57,185670
515949571,911670,9798,255,159,939236
187874639,911680,5135,668,503,851024
569351708,911690,2678,422,365,153182
777958905,911700,4183,47,32,65506
156274354,911710,3909,9,7,9421
971876180,911720,8614,82,57,215867
317342507,911730,7555,82,57,189328
910251462,911740,2490,47,32,38993
293181169,911750,7678,153,97,423365
733709752,911760,9875,651,525,1246719
224415338,911770,8340,651,525,1052925
582876050,911780,4831,154,91,304981
251670014,911790,3605,82,57,90341
598375356,911800,1420,206,117,125798
515570199,911810,7534,668,503,1248610
920832669,911820,3705,47,32,58020
256740891,911830,4190,206,117,371192
790872991,911840,5748,9,7,13853
515807092,911850,7636,437,263,1327671
349121320,911860,1612,651,525,203515
533393800,911870,1933,9,7,4659
636202657,911880,5359,109,36,393565
450126016,911890,1146,668,503,189927
892742002,911900,1052,422,365,60174
406628739,911910,9335,668,503,1547090
359364354,911920,2753,437,263,478664
543526971,911930,564,153,97,31099
976694715,911940,4525,206,117,400870
101445710,911950,8895,9,7,21437
185358083,911960,431,422,365,24653
121009957,911970,8390,651,525,1059238
825979459,911980,4532,109,36,332830
742844712,911990,3113,668,503,515917
339183843,912000,891,9,7,2147
907067573,911409,307,437,263,53378
209714686,911419,8091,9,7,19499
184999740,911429,4389,82,57,109988
288000857,911439,4709,422,365,269355
198796164,911449,7058,109,36,518340
722463786,911459,1944,437,263,338003
189081847,911469,2375,206,117,210401
753728473,911479,3859,668,503,639552
296481788,911489,4404,153,97,242837
522419917,911499,4518,154,91,285221
661620986,911509,7207,651,525,909884
169163119,911519,7981,651,525,1007601
525124442,911529,4847,437,263,842748
734583079,911539,8312,154,91,524737
927617156,911549,1385,651,525,174856
559304797,911559,9573,422,365,547576
209724128,911569,885,422,365,50622
683953273,911579,5827,206,117,516214
312070357,911589,7408,109,36,544044
349153506,911599,1136,82,57,28468
475280845,911609,5019,82,57,125776
595530498,911619,9563,9,7,23047
839980590,911629,7778,9,7,18745
663709247,911639,5170,422,365,295724
646794593,911649,9748,206,117,863575
694314754,911659,2020,668,503,334775
936347854,911669,4992,82,57,125100
827972018,911679,4174,255,159,400120
949265372,911689,7573,47,32,118593
305306041,911699,5697,47,32,89215
826172149,911709,1553,422,365,88832
166941821,911719,650,153,97,35841
707693183,911729,994,109,36,72999
553504359,911739,3095,47,32,48468
734453475,911749,9959,153,97,549139
705618655,911759,7095,668,503,1175854
147078025,911769,2511,9,7,6052
763909709,911779,6714,154,91,423855
886191833,911789,2711,9,7,6534
869002521,911799,6012,154,91,379538
392419898,911809,4623,154,91,291850
261522090,911819,9053,47,32,141770
606387221,911829,2309,82,57,57864
882093417,911839,9899,422,365,566223
768718802,911849,9831,82,57,246365
171341502,911859,2613,651,525,329891
120039641,911869,1252,82,57,31375
969891345,911879,1257,206,117,111358
600974738,911889,635,153,97,35014
718367946,911899,9894,668,503,1639733
552149093,911909,2041,153,97,112541
457396304,911919,2586,82,57,64805
114187705,911929,9534,47,32,149302
327601420,911939,3395,154,91,214326
327715575,911949,7176,9,7,17294
469608294,911959,6385,255,159,612066
433357703,911969,9029,651,525,1139911
124041926,911979,5617,206,117,497610
571739089,911989,9157,82,57,229474
331527316,911999,5155,47,32,80727
803409850,911405,5683,437,263,988103
944423663,911415,4804,206,117,425586
851044166,911425,1736,109,36,127492
428349483,911435,6986,109,36,513052
706417739,911445,3562,82,57,89264
240327060,911455,6972,154,91,440142
510155570,911465,5225,206,117,462883
520981395,911475,8827,154,91,557249
402882659,911485,787,82,57,19722
510937488,911495,6612,47,32,103544
525224006,911505,4310,651,525,544138
350820338,911515,4389,82,57,109988
117804610,911525,9857,47,32,154361
181254947,911535,6221,82,57,155898
221249473,911545,1490,651,525,188113
142866313,911555,6172,9,7,14875
976183593,911565,3273,154,91,206624
376279437,911575,8302,255,159,795830
723231971,911585,9267,255,159,888335
122119319,911595,6675,206,117,591338
503019607,911605,3535,109,36,259610
421010959,911615,5353,255,159,513139
456171500,911625,139,153,97,7664
513579356,911635,8399,47,32,131528
723312652,911645,3142,668,503,520724
540449512,911655,9875,9,7,23799
545068061,911665,6607,668,503,1094978
642246425,911675,3844,651,525,485305
962062728,911685,4595,255,159,440477
959595096,911695,4368,668,503,723909
314921653,911705,1170,437,263,203428
733120524,911715,5510,154,91,347846
544269835,911725,394,422,365,22537
103447711,911735,1331,153,97,73391
890732276,911745,6329,9,7,15253
111201655,911755,5896,651,525,744370
594933974,911765,3039,153,97,167570
897007358,911775,3265,422,365,186758
697499930,911785,4584,422,365,262205
801489818,911795,7503,651,525,947254
439055144,911805,5029,109,36,369330
865274035,911815,2670,82,57,66910
860224616,911825,8435,153,97,465106
328985011,911835,2830,437,263,492052
301633346,911845,8865,206,117,785350
233247745,911855,2046,668,503,339084
703906333,911865,381,153,97,21008
718687236,911875,4379,154,91,276446
407668578,911885,7046,422,365,403031
125928485,911895,3892,422,365,222622
453545081,911905,2923,154,91,184529
395596492,911915,4648,668,503,770313
982160842,911925,2074,153,97,114360
768316256,911935,709,255,159,67965
334140861,911945,8561,437,263,1488501
484712779,911955,6138,47,32,96121
450110137,911965,6447,109,36,473468
585411059,911975,4996,109,36,366906
570693671,911985,9794,47,32,153374
311036098,911995,1348,153,97,74329
995535409,912002,9905,422,365,566566
152054059,911412,5030,109,36,369403
239646852,911422,5684,82,57,142441
358276021,911432,691,47,32,10821
300519692,911442,9310,82,57,233309
983955991,911452,3298,437,263,573423
851163041,911462,6913,153,97,381183
369718968,911472,6914,109,36,507764
232201898,911482,2556,82,57,64053
456189954,911492,5600,255,159,536816
384261262,911502,301,9,7,725
483993947,911512,3419,154,91,215841
547966134,911522,4211,255,159,403666
593755948,911532,4434,255,159,425043
863941514,911542,8348,651,525,1053935
926100957,911552,2708,651,525,341885
572812402,911562,6774,668,503,1122655
721653974,911572,2302,153,97,126932
715203797,911582,3552,437,263,617586
121039998,911592,7280,109,36,534643
531740701,911602,2745,154,91,173292
164884030,911612,1704,651,525,215130
163048112,911622,8414,154,91,531176
993811070,911632,9635,437,263,1675237
649751031,911642,4624,668,503,766336
948446118,911652,5138,154,91,324362
332474458,911662,5435,82,57,136201
169414174,911672,2274,154,91,143558
251843392,911682,4911,651,525,620014
597340238,911692,5105,651,525,644506
548482835,911702,7114,82,57,178277
572849309,911712,7695,255,159,737643
463017785,911722,6107,651,525,771009
236566388,911732,4106,651,525,518383
136073243,911742,5951,9,7,14342
629116475,911752,8400,255,159,805224
608274209,911762,711,651,525,89764
991124570,911772,4640,206,117,411058
220245683,911782,4447,9,7,10717
563215672,911792,6888,255,159,660284
912612664,911802,1222,206,117,108257
386014783,911812,9207,206,117,815648
126000154,911822,5100,154,91,321963
600146901,911832,5659,109,36,415597
701033151,911842,143,9,7,345
446237027,911852,308,154,91,19444
978336656,911862,412,9,7,993
964910161,911872,7214,206,117,639088
198535668,911882,9971,82,57,249873
496791303,911892,441,651,525,55676
302255189,911902,2882,109,36,211654
982505452,911912,4052,668,503,671538
530120217,911922,3208,47,32,50237
762677609,911932,2108,437,263,366518
122755753,911942,5010,82,57,125551
877932775,911952,8672,9,7,20900
120786798,911962,2352,255,159,225463
568895947,911972,7808,154,91,492919
664838349,911982,9297,422,365,531788
876192128,911992,3577,668,503,592816
584982764,912001,8254,82,57,206845
138629710,911411,2467,651,525,311459
609398162,911421,3313,153,97,182679
293820178,911431,6775,82,57,169782
671973884,911441,860,651,525,108575
748937404,911451,6076,437,263,1056434
654788863,911461,5430,9,7,13086
744606387,911471,4432,668,503,734515
698468101,911481,1087,422,365,62176
421452128,911491,5905,651,525,745506
943636596,911501,1893,109,36,139022
820099627,911511,4559,668,503,755563
630919349,911521,1911,206,117,169295
281173884,911531,4456,109,36,327249
800941359,911541,5202,206,117,460845
745299899,911551,9657,437,263,1679063
694327628,911561,5830,47,32,91298
553102672,911571,4227,206,117,374470
451703155,911581,7856,255,159,753076
745207202,911591,2226,47,32,34859
213692939,911601,5344,109,36,392463
562238490,911611,7718,206,117,683738
120921981,911621,2356,651,525,297445
144821536,911631,4766,153,97,262797
314015281,911641,2955,154,91,186549
533581340,911651,7431,422,365,425053
933597838,911661,1202,153,97,66278
969142901,911671,9776,422,365,559187
320294654,911681,1161,154,91,73294
692131221,911691,5864,206,117,519492
414730727,911701,6893,437,263,1198486
743171298,911711,9757,109,36,716554
457531058,911721,2462,668,503,408027
362888133,911731,5518,668,503,914498
589320647,911741,1930,437,263,335569
591906726,911751,7209,9,7,17374
950724494,911761,9360,47,32,146578
670852077,911771,8892,153,97,490305
782367599,911781,8813,651,525,1112641
740349185,911791,4631,153,97,255353
224874961,911801,4353,255,159,417279
941023051,911811,8487,422,365,485456
318871581,911821,42,47,32,658
513498675,911831,4524,9,7,10903
304982459,911841,9942,422,365,568682
498401057,911851,6803,154,91,429473
323832595,911861,8116,9,7,19560
136355197,911871,9388,9,7,22625
516046988,911881,8626,154,91,544559
467986094,911891,6340,437,263,1102336
122250640,911901,5536,437,263,962544
733918750,911911,1722,422,365,98498
183068549,911921,2907,206,117,257531
174778163,911931,9597,82,57,240501
839125716,911941,4802,651,525,606253
731189334,911951,4027,153,97,222049
431047141,911961,5283,82,57,132392
743777263,911971,9075,422,365,519090
899457824,911981,8413,153,97,463893
353166949,911991,8803,47,32,137855
269083344,911406,6596,109,36,484410
886491811,911416,1481,255,159,141969
399389779,911426,7166,437,263,1245952
625355374,911436,5407,668,503,896102
906966722,911446,463,153,97,25530
811801946,911456,9091,109,36,667643
132439172,911466,549,437,263,95455
686456525,911476,6595,668,503,1092989
916432130,911486,1487,422,365,85056
389944112,911496,1983,109,36,145632
699570596,911506,7340,437,263,1276206
962889707,911516,9317,154,91,588182
522479569,911526,2170,82,57,54380
745918309,911536,2659,153,97,146617
525784051,911546,40,47,32,626
779654920,911556,6071,651,525,766464
850109040,911566,5011,668,503,830473
304724538,911576,3617,82,57,90642
736079537,911586,1147,206,117,101613
361752164,911596,9359,668,503,1551067
324320542,911606,2510,82,57,62901
191362798,911616,7359,47,32,115242
655457055,911626,3163,422,365,180924
834181439,911636,1680,153,97,92635
970114076,911646,7168,437,263,1246300
630833089,911656,6384,82,57,159983
508916604,911666,8587,153,97,473487
621942746,911676,5534,82,57,138682
312489640,911686,1484,255,159,142256
948135411,911696,3193,437,263,555167
521458184,911706,9920,47,32,155347
850036084,911716,3422,109,36,251312
376447236,911726,7957,255,159,762758
468269765,911736,284,82,57,7117
918081796,911746,9660,422,365,552552
843461453,911756,7843,206,117,694811
486986863,911766,9090,109,36,667570
316236150,911776,159,82,57,3985
123787438,911786,309,9,7,745
827218854,911796,1296,154,91,81816
869108521,911806,7380,437,263,1283161
717034566,911816,5317,109,36,390480
163575112,911826,4366,47,32,68372
126308286,911836,6283,437,263,1092425
847812211,911846,5328,47,32,83436
995665013,911856,8258,255,159,791612
362444818,911866,4331,154,91,273416
765729749,911876,5304,422,365,303389
648097932,911886,5435,668,503,900743
477127492,911896,1483,255,159,142160
945396554,911906,2704,9,7,6517
270483243,911916,857,47,32,13421
494965684,911926,200,154,91,12626
286422002,911936,7490,82,57,187699
337430322,911946,1985,154,91,125313
665568768,911956,5444,9,7,13120
613415467,911966,2123,82,57,53202
648548543,911976,8781,651,525,1108601
563546121,911986,4675,651,525,590219
375986325,911996,1564,9,7,3769
724769628,911408,4294,153,97,236771
669869744,911418,8198,651,525,1034998
863974988,911428,8253,109,36,606100
649663484,911438,8717,47,32,136508
494513356,911448,6346,437,263,1103379
191102731,911458,400,437,263,69548
657009732,911468,2635,422,365,150722
334812486,911478,7310,651,525,922888
592089116,911488,1182,255,159,113307
321417748,911498,3509,206,117,310862
440376508,911508,6050,206,117,535970
291543519,911518,3061,422,365,175089
342496907,911528,1301,437,263,226205
385814797,911538,27,47,32,423
439075314,911548,998,651,525,125998
744856584,911558,8470,153,97,467036
870736730,911568,9203,9,7,22179
609293878,911578,2453,422,365,140312
878106153,911588,9979,206,117,884040
119751679,911598,6038,154,91,381179
601808583,911608,7388,9,7,17805
316854989,911618,3287,82,57,82372
182469022,911628,5493,47,32,86020
441228806,911638,8264,668,503,1369593
660712468,911648,8357,668,503,1385006
633498132,911658,5030,153,97,277354
377163922,911668,41,668,503,6795
134287965,911678,7648,82,57,191659
372448384,911688,4608,651,525,581760
884223306,911698,180,206,117,15946
787190854,911708,6122,206,117,542348
323929154,911718,6690,109,36,491314
862016332,911728,8643,437,263,1502758
394030511,911738,1239,255,159,118771
737549817,911748,6236,47,32,97656
335152375,911758,7891,206,117,699064
554416310,911768,2961,668,503,490727
287919747,911778,706,651,525,89133
453240811,911788,2883,153,97,158969
392957627,911798,3749,9,7,9035
574648320,911808,63,109,36,4627
790891015,911818,1082,206,117,95854
159263837,911828,8563,109,36,628867
722344911,911838,6766,206,117,599400
247712361,911848,2447,206,117,216780
327944314,911858,4865,668,503,806276
980618894,911868,5777,9,7,13923
648314225,911878,9441,437,263,1641507
698608434,911888,2615,651,525,330144
924079644,911898,4557,47,32,71363
442305982,911908,7024,437,263,1221263
395865571,911918,4274,154,91,269818
352336537,911928,3066,82,57,76834
104297006,911938,2657,668,503,440345
569325101,911948,4804,437,263,835271
189998948,911958,3766,154,91,237748
333896672,911968,6300,9,7,15183
793596398,911978,1665,668,503,275940
686676251,911988,1617,437,263,281148
255714356,911998,415,255,159,39782
239207828,911407,5767,255,159,552825
106936728,911417,3809,153,97,210028
531287944,911427,8764,109,36,643628
742339599,911437,3639,9,7,8770
195169818,911447,3941,422,365,225425
369856727,911457,7679,651,525,969474
271478450,911467,5361,82,57,134347
930113112,911477,9994,82,57,250450
900838840,911487,7086,422,365,405319
763733756,911497,4645,9,7,11194
423875987,911507,3179,651,525,401349
911343657,911517,5695,82,57,142717
781214892,911527,7702,153,97,424688
613567817,911537,7207,255,159,690863
313480556,911547,4717,47,32,73868
911031234,911557,3242,47,32,50770
961297976,911567,8288,437,263,1441035
144358909,911577,7864,82,57,197072
165292155,911587,2477,153,97,136582
254175841,911597,5135,651,525,648294
766088092,911607,1345,154,91,84910
481107032,911617,9117,668,503,1510960
204310786,911627,8957,255,159,858618
965777480,911637,3873,109,36,284433
420585238,911647,9373,206,117,830354
948812186,911657,3465,255,159,332155
655536448,911667,6657,255,159,638140
570836150,911677,1957,668,503,324334
149789416,911687,4872,437,263,847095
872474372,911697,3410,9,7,8218
843969142,911707,8079,109,36,593322
194351851,911717,1887,255,159,180888
178700625,911727,341,9,7,822
477093589,911737,1450,154,91,91539
994608867,911747,5721,47,32,89591
961324584,911757,6162,422,365,352466
732318866,911767,8281,437,263,1439817
887669837,911777,86,153,97,4742
432455623,911787,2084,9,7,5022
396754348,911797,7283,153,97,401585
235644137,911807,1192,668,503,197550
529203116,911817,1817,668,503,301131
282509410,911827,9667,82,57,242255
525641143,911837,7750,109,36,569160
713676440,911847,1573,651,525,198591
526693427,911857,9144,651,525,1154430
769770228,911867,971,422,365,55541
672984969,911877,62,206,117,5493
591415774,911887,1925,9,7,4639
205140769,911897,4567,255,159,437793
319238078,911907,8496,47,32,133047
163785827,911917,6721,422,365,384441
993862140,911927,4748,47,32,74354
689545142,911937,586,255,159,56174
955912959,911947,4742,422,365,271242
123043715,911957,225,109,36,16524
346015536,911967,2541,206,117,225107
404906547,911977,9700,9,7,23377
204794871,911987,2208,255,159,211659
775758635,911997,3074,109,36,225755
886012876,912604,9754,82,57,244435
286043488,912014,5480,255,159,525313
624838674,912024,2504,206,117,221829
927873361,912034,7202,153,97,397118
312725675,912044,1331,109,36,97749
821973741,912054,9151,437,263,1591084
223195683,912064,7417,206,117,657072
108969628,912074,5389,651,525,680361
496873700,912084,4824,82,57,120889
729486024,912094,9980,47,32,156287
374384725,912104,7615,651,525,961394
124147927,912114,6985,255,159,669582
896353757,912124,9850,206,117,872612
233580338,912134,468,255,159,44862
403405797,912144,5595,109,36,410897
298408257,912154,4490,9,7,10821
836165845,912164,8910,47,32,139531
459256684,912174,3113,206,117,275781
535258901,912184,3858,153,97,212730
856750619,912194,402,255,159,38536
541309964,912204,4502,47,32,70501
731515061,912214,417,206,117,36942
994944036,912224,4905,422,365,280566
224175012,912234,7222,47,32,113097
236786115,912244,9128,153,97,503318
375355470,912254,4880,668,503,808762
207461202,912264,1235,651,525,155919
425681436,912274,7451,153,97,410848
147594296,912284,5287,651,525,667484
515777909,912294,9000,82,57,225540
197810399,912304,5348,154,91,337619
786269891,912314,3588,651,525,452985
498734509,912324,5479,651,525,691724
477782380,912334,5279,668,503,874889
290991628,912344,9744,206,117,863221
630940377,912354,8133,422,365,465208
615206754,912364,2205,82,57,55257
486368882,912374,6215,422,365,355498
712004888,912384,6923,154,91,437049
184692895,912394,3587,153,97,197787
722011029,912404,7963,82,57,199553
766537415,912414,4310,47,32,67495
785850179,912424,9386,153,97,517544
572527444,912434,2448,206,117,216868
144147336,912444,5255,9,7,12665
643287980,912454,2063,668,503,341901
737527501,912464,9632,154,91,608068
219444024,912474,7218,206,117,639443
906615674,912484,6580,651,525,830725
341620576,912494,1975,82,57,49494
792036855,912504,161,668,503,26683
250442636,912514,396,422,365,22651
534416043,912524,4438,82,57,111216
986535203,912534,6544,9,7,15771
274378240,912544,3473,422,365,198656
890523278,912554,4482,437,263,779285
152548444,912564,1329,109,36,97602
103031861,912574,8272,82,57,207296
309551656,912584,2069,668,503,342895
564685952,912594,1977,109,36,145191
164080226,912603,3840,154,91,242419
979012572,912013,431,9,7,1039
644538104,912023,2003,668,503,331957
244420325,912033,8261,82,57,207021
583737361,912043,9712,109,36,713249
892567336,912053,9364,82,57,234662
625988376,912063,2726,206,117,241496
364078605,912073,7805,651,525,985381
911916148,912083,5108,255,159,489653
599579131,912093,7644,651,525,965055
682145678,912103,920,153,97,50729
839693915,912113,2944,437,263,511873
977301967,912123,4225,47,32,66164
325047957,912133,7769,109,36,570555
138010013,912143,9084,668,503,1505491
996266257,912153,6180,82,57,154871
104894816,912163,9562,154,91,603649
293973815,912173,2239,437,263,389295
118581378,912183,9720,9,7,23425
158795630,912193,11,82,57,276
319694697,912203,3620,153,97,199607
731356704,912213,3556,651,525,448945
848859775,912223,5326,651,525,672408
352282035,912233,6937,153,97,382506
946701610,912243,8899,154,91,561794
962196624,912253,4218,154,91,266282
753845202,912263,8402,47,32,131575
901725471,912273,9460,206,117,838061
410915553,912283,7898,422,365,451766
311493575,912293,6726,82,57,168554
958537662,912303,1450,651,525,183063
232125937,912313,78,206,117,6910
737336528,912323,3119,206,117,276312
804247558,912333,3579,47,32,56047
787937152,912343,6968,109,36,511730
368483436,912353,1292,422,365,73902
350964534,912363,7060,153,97,389288
865458571,912373,7279,437,263,1265600
467043673,912383,7457,668,503,1235849
635797965,912393,5602,9,7,13501
376799571,912403,2221,82,57,55658
720126616,912413,323,206,117,28615
220857226,912423,5416,47,32,84815
359069526,912433,5507,255,159,527901
139841639,912443,1104,255,159,105829
593251693,912453,5214,154,91,329160
274377810,912463,3346,437,263,581769
663298118,912473,3508,651,525,442885
765090739,912483,6207,109,36,455842
709833800,912493,4450,668,503,737499
852605426,912503,3747,9,7,9030
873483741,912513,2105,154,91,132889
677546870,912523,30,153,97,1654
394872939,912533,532,47,32,8331
380540072,912543,9119,153,97,502822
314626395,912553,3797,82,57,95153
102210032,912563,5075,109,36,372708
773369109,912573,5960,109,36,437702
883181750,912583,1961,109,36,144016
111726081,912593,1085,109,36,79682
307574975,912010,7125,9,7,17171
665596234,912020,3572,154,91,225500
755825746,912030,4489,668,503,743962
145841634,912040,6635,154,91,418868
428222024,912050,9268,206,117,821052
720545041,912060,4145,82,57,103874
365388810,912070,5524,255,159,529531
730331456,912080,162,651,525,20453
707951104,912090,7319,82,57,183414
315825879,912100,8751,437,263,1521536
696533906,912110,8716,651,525,1100395
517653310,912120,3973,9,7,9575
471762216,912130,3778,82,57,94677
576438748,912140,9890,255,159,948055
174261033,912150,6567,668,503,1088349
632807195,912160,566,668,503,93803
844655358,912170,1145,153,97,63135
827383649,912180,63,668,503,10441
823570191,912190,1576,422,365,90147
400793111,912200,2443,154,91,154227
251630532,912210,1921,255,159,184147
393660581,912220,1769,255,159,169576
169461381,912230,6243,668,503,1034652
946611058,912240,2103,255,159,201594
717687737,912250,8605,153,97,474480
400269544,912260,7508,109,36,551388
236934602,912270,3069,47,32,48061
695261037,912280,2046,422,365,117031
667826974,912290,3697,9,7,8910
172210538,912300,9780,668,503,1620839
350989854,912310,4552,255,159,436355
771743047,912320,4772,422,365,272958
327048242,912330,9697,109,36,712148
834483563,912340,1085,651,525,136981
736627137,912350,3194,109,36,234567
501057088,912360,2782,109,36,204310
820351541,912370,9106,154,91,574862
812088620,912380,3924,153,97,216369
718846452,912390,1494,109,36,109719
108203160,912400,8574,206,117,759571
572736871,912410,4422,422,365,252938
330025708,912420,796,109,36,58458
522647798,912430,1953,47,32,30584
718181264,912440,4650,437,263,808496
709204232,912450,8147,9,7,19634
513294827,912460,4201,668,503,696232
373031175,912470,7069,153,97,389785
755991399,912480,3510,109,36,257774
554753625,912490,2780,437,263,483359
686895978,912500,6639,82,57,166373
494996583,912510,9344,651,525,1179680
446633565,912520,7652,82,57,191759
334385049,912530,822,255,159,78797
175829160,912540,611,437,263,106235
213544023,912550,1277,154,91,80617
915107762,912560,9577,422,365,547804
273098504,912570,4771,82,57,119561
105094373,912580,8615,206,117,763203
653673493,912590,5368,9,7,12937
586413991,912600,1786,9,7,4304
836516463,912005,2666,255,159,255563
702212893,912015,9255,82,57,231930
488203513,912025,9123,651,525,1151779
999566447,912035,2779,9,7,6697
566379821,912045,3230,651,525,407788
443721759,912055,5984,437,263,1040438
311670386,912065,9048,651,525,1142310
975303828,912075,2931,153,97,161615
764700210,912085,640,109,36,47002
934937655,912095,7683,651,525,969979
266094291,912105,2069,668,503,342895
463248240,912115,4304,9,7,10373
756477630,912125,7396,668,503,1225739
600860583,912135,6854,153,97,377930
576475226,912145,685,47,32,10727
588399684,912155,9397,422,365,537508
766712081,912165,5998,47,32,93929
566490542,912175,5995,651,525,756869
567813193,912185,7397,47,32,115837
675758159,912195,711,206,117,62987
120403563,912205,8945,154,91,564698
156827533,912215,7607,109,36,558658
465108191,912225,4704,651,525,593880
950323665,912235,746,153,97,41134
842552077,912245,8738,82,57,218974
496871554,912255,4189,668,503,694243
493360221,912265,5108,437,263,888128
737096202,912275,2001,82,57,50145
458157622,912285,7877,651,525,994471
911622607,912295,8243,47,32,129085
877569282,912305,1107,153,97,61040
261075770,912315,6977,255,159,668815
992220199,912325,8861,109,36,650752
726080691,912335,2267,437,263,394163
942735373,912345,5202,154,91,328402
647262370,912355,8174,153,97,450714
869739806,912365,4191,206,117,371281
165245807,912375,8761,9,7,21114
913858497,912385,9892,154,91,624482
320656001,912395,8091,153,97,446138
315716445,912405,6367,154,91,401949
354117953,912415,227,47,32,3555
115938651,912425,7678,422,365,439182
406256663,912435,9229,153,97,508887
