915506,Europe,Sweden,Cereal,Offline
915516,Middle East and North Africa,Egypt,Cosmetics,Online
915526,Asia,Myanmar,Meat,Offline
915536,Central America and the Caribbean,Haiti,Baby Food,Offline
915546,Europe,Finland,Household,Offline
915556,Asia,Thailand,Snacks,Offline
915566,Asia,South Korea,Baby Food,Online
915576,Europe,Serbia,Baby Food,Online
915586,Asia,Bangladesh,Clothes,Online
915596,Europe,Romania,Clothes,Online
915008,Australia and Oceania,New Zealand,Baby Food,Online
915018,Sub-Saharan Africa,Sudan,Household,Online
915028,Sub-Saharan Africa,Central African Republic,Meat,Offline
915038,Europe,Switzerland,Clothes,Offline
915048,Sub-Saharan Africa,Angola,Office Supplies,Offline
915058,Sub-Saharan Africa,Gabon,Office Supplies,Online
915068,Central America and the Caribbean,Jamaica,Cereal,Offline
915078,Europe,Italy,Beverages,Online
915088,Europe,Iceland,Beverages,Offline
915098,Middle East and North Africa,Jordan,Clothes,Offline
915108,Sub-Saharan Africa,Burundi,Cosmetics,Offline
915118,Australia and Oceania,Nauru,Fruits,Offline
915128,Europe,Finland,Cosmetics,Offline
915138,Europe,Norway,Household,Offline
915148,Asia,Thailand,Vegetables,Offline
915158,Europe,Romania,Office Supplies,Offline
915168,Sub-Saharan Africa,Mauritius ,Beverages,Online
915178,Sub-Saharan Africa,Lesotho,Clothes,Online
915188,Middle East and North Africa,Lebanon,Office Supplies,Online
915198,Middle East and North Africa,Iraq,Cereal,Offline
915208,Asia,South Korea,Baby Food,Online
915218,Europe,Monaco,Snacks,Offline
915228,Middle East and North Africa,Bahrain,Cereal,Offline
915238,Europe,Estonia,Cosmetics,Offline
915248,Europe,Bosnia and Herzegovina,Cereal,Offline
915258,Sub-Saharan Africa,Angola,Personal Care,Online
915268,Middle East and North Africa,Turkey,Fruits,Offline
915278,Middle East and North Africa,Jordan,Vegetables,Online
915288,Sub-Saharan Africa,Mali,Beverages,Online
915298,Sub-Saharan Africa,Comoros,Clothes,Online
915308,Sub-Saharan Africa,Equatorial Guinea,Meat,Online
915318,Australia and Oceania,Tuvalu,Vegetables,Offline
915328,Sub-Saharan Africa,Mozambique,Vegetables,Online
915338,Sub-Saharan Africa,Mozambique,Fruits,Offline
915348,Sub-Saharan Africa,Rwanda,Household,Online
915358,Australia and Oceania,Tuvalu,Beverages,Online
915368,Central America and the Caribbean,El Salvador,Beverages,Online
915378,Middle East and North Africa,United Arab Emirates,Household,Online
915388,Sub-Saharan Africa,Rwanda,Meat,Online
915398,Europe,Moldova ,Snacks,Offline
915408,Europe,Iceland,Household,Online
915418,Europe,Albania,Clothes,Offline
915428,Australia and Oceania,Samoa ,Clothes,Online
915438,Central America and the Caribbean,Belize,Snacks,Offline
915448,Europe,Luxembourg,Cereal,Offline
915458,Asia,Singapore,Vegetables,Offline
915468,Europe,Serbia,Cereal,Online
915478,Central America and the Caribbean,Trinidad and Tobago,Household,Offline
915488,Australia and Oceania,Palau,Cereal,Offline
915498,Asia,Bhutan,Cosmetics,Offline
915508,Central America and the Caribbean,Panama,Office Supplies,Online
915518,Australia and Oceania,Kiribati,Cereal,Online
915528,Europe,Albania,Vegetables,Online
915538,Middle East and North Africa,Qatar,Beverages,Online
915548,Sub-Saharan Africa,Angola,Vegetables,Offline
915558,Sub-Saharan Africa,Benin,Snacks,Online
915568,Central America and the Caribbean,Dominica,Household,Online
915578,Asia,China,Vegetables,Offline
915588,Sub-Saharan Africa,Namibia,Household,Online
915598,Asia,Myanmar,Clothes,Online
915007,Central America and the Caribbean,Barbados,Clothes,Offline
915017,Europe,Kosovo,Snacks,Offline
915027,Australia and Oceania,Marshall Islands,Meat,Offline
915037,Sub-Saharan Africa,Cape Verde,Fruits,Offline
915047,Europe,Iceland,Cosmetics,Online
915057,Australia and Oceania,Federated States of Micronesia,Fruits,Online
915067,Central America and the Caribbean,Saint Lucia,Cereal,Online
915077,Australia and Oceania,Fiji,Cosmetics,Offline
915087,North America,Canada,Personal Care,Online
915097,Europe,Malta,Vegetables,Offline
915107,Sub-Saharan Africa,Mozambique,Cereal,Online
915117,Middle East and North Africa,Libya,Cosmetics,Offline
915127,Europe,Belarus,Snacks,Offline
915137,Asia,Kyrgyzstan,Baby Food,Offline
915147,Sub-Saharan Africa,Djibouti,Fruits,Online
915157,Sub-Saharan Africa,Guinea,Cereal,Online
915167,Sub-Saharan Africa,Zambia,Household,Online
915177,Asia,Taiwan,Snacks,Offline
915187,Central America and the Caribbean,Haiti,Office Supplies,Online
915197,Sub-Saharan Africa,South Sudan,Household,Online
915207,Central America and the Caribbean,Jamaica,Clothes,Online
915217,Sub-Saharan Africa,Niger,Clothes,Online
915227,Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Offline
915237,Sub-Saharan Africa,Guinea,Meat,Offline
915247,Sub-Saharan Africa,Cape Verde,Beverages,Offline
915257,Europe,Romania,Vegetables,Online
915267,Europe,Croatia,Office Supplies,Online
915277,Sub-Saharan Africa,Chad,Personal Care,Online
915287,Europe,Hungary,Beverages,Offline
915297,Middle East and North Africa,Yemen,Meat,Offline
915307,Central America and the Caribbean,Panama,Snacks,Offline
915317,Australia and Oceania,Fiji,Office Supplies,Offline
915327,Sub-Saharan Africa,Tanzania,Meat,Online
915337,Europe,Serbia,Snacks,Online
915347,Australia and Oceania,East Timor,Cosmetics,Online
915357,Sub-Saharan Africa,Central African Republic,Baby Food,Offline
915367,Europe,United Kingdom,Vegetables,Offline
915377,Europe,Greece,Cosmetics,Online
915387,Europe,Norway,Fruits,Offline
915397,Middle East and North Africa,Turkey,Snacks,Online
915407,Europe,Spain,Fruits,Online
915417,Middle East and North Africa,Azerbaijan,Fruits,Offline
915427,Europe,Norway,Household,Online
915437,Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline
915447,Asia,Mongolia,Beverages,Online
915457,Asia,Taiwan,Beverages,Offline
915467,Middle East and North Africa,Iran,Vegetables,Offline
915477,Sub-Saharan Africa,Equatorial Guinea,Clothes,Online
915487,Europe,Ukraine,Cosmetics,Offline
915497,Europe,Slovakia,Clothes,Online
915507,Sub-Saharan Africa,Sudan,Beverages,Offline
915517,Middle East and North Africa,Azerbaijan,Fruits,Online
915527,Asia,North Korea,Clothes,Offline
915537,North America,Canada,Personal Care,Offline
915547,Sub-Saharan Africa,Mauritania,Cosmetics,Online
915557,Europe,Iceland,Cereal,Online
915567,Australia and Oceania,Marshall Islands,Office Supplies,Online
915577,Europe,Serbia,Cosmetics,Offline
915587,Middle East and North Africa,Pakistan,Snacks,Offline
915597,Central America and the Caribbean,Panama,Cereal,Online
916204,Sub-Saharan Africa,Angola,Cereal,Online
915614,Sub-Saharan Africa,Tanzania,Baby Food,Offline
915624,Sub-Saharan Africa,Benin,Meat,Online
915634,Australia and Oceania,Vanuatu,Fruits,Online
915644,Sub-Saharan Africa,Eritrea,Personal Care,Offline
915654,Australia and Oceania,Vanuatu,Beverages,Online
915664,Asia,Singapore,Cosmetics,Online
915674,Sub-Saharan Africa,Benin,Vegetables,Offline
915684,Europe,Vatican City,Clothes,Offline
915694,Sub-Saharan Africa,Liberia,Snacks,Offline
915704,Sub-Saharan Africa,Madagascar,Personal Care,Online
915714,Middle East and North Africa,Algeria,Snacks,Offline
915724,Sub-Saharan Africa,Central African Republic,Cereal,Online
915734,North America,Canada,Household,Online
915744,Asia,Bangladesh,Personal Care,Online
915754,Sub-Saharan Africa,Comoros,Personal Care,Online
915764,Europe,Spain,Vegetables,Offline
915774,Europe,Russia,Cereal,Online
915784,Australia and Oceania,Papua New Guinea,Snacks,Offline
915794,Central America and the Caribbean,Dominican Republic,Vegetables,Offline
915804,Middle East and North Africa,Israel,Fruits,Offline
915814,Sub-Saharan Africa,Senegal,Snacks,Online
915824,Australia and Oceania,Marshall Islands,Cereal,Offline
915834,Asia,Japan,Snacks,Online
915844,Asia,Bhutan,Personal Care,Online
915854,Australia and Oceania,Kiribati,Household,Online
915864,Middle East and North Africa,Egypt,Cereal,Offline
915874,Europe,Croatia,Household,Online
915884,Middle East and North Africa,Morocco,Baby Food,Online
915894,Australia and Oceania,Palau,Vegetables,Online
915904,Sub-Saharan Africa,Zambia,Household,Offline
915914,Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline
915924,Asia,North Korea,Vegetables,Offline
915934,Middle East and North Africa,Israel,Personal Care,Offline
915944,Europe,Luxembourg,Meat,Online
915954,Europe,Cyprus,Beverages,Online
915964,Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online
915974,Sub-Saharan Africa,Senegal,Cosmetics,Online
915984,Sub-Saharan Africa,Zimbabwe,Vegetables,Offline
915994,Central America and the Caribbean,The Bahamas,Clothes,Online
916004,Central America and the Caribbean,Nicaragua,Clothes,Offline
916014,Middle East and North Africa,Oman,Snacks,Online
916024,Sub-Saharan Africa,Burundi,Baby Food,Offline
916034,Central America and the Caribbean,Honduras,Baby Food,Online
916044,Sub-Saharan Africa,Sierra Leone,Vegetables,Online
916054,North America,Canada,Office Supplies,Online
916064,Australia and Oceania,New Zealand,Cosmetics,Online
916074,Sub-Saharan Africa,Ethiopia,Office Supplies,Offline
916084,Sub-Saharan Africa,Eritrea,Snacks,Online
916094,Asia,Japan,Meat,Offline
916104,Australia and Oceania,Tuvalu,Personal Care,Offline
916114,Middle East and North Africa,Kuwait,Beverages,Online
916124,Europe,Spain,Beverages,Offline
916134,Australia and Oceania,Vanuatu,Beverages,Offline
916144,Asia,Indonesia,Cereal,Offline
916154,Middle East and North Africa,Oman,Cereal,Online
916164,Europe,Kosovo,Office Supplies,Offline
916174,Central America and the Caribbean,Saint Lucia,Meat,Online
916184,Europe,Estonia,Vegetables,Offline
916194,Asia,Kyrgyzstan,Household,Online
916203,Central America and the Caribbean,Guatemala,Personal Care,Online
915613,Middle East and North Africa,Qatar,Beverages,Offline
915623,Australia and Oceania,New Zealand,Baby Food,Offline
915633,Middle East and North Africa,Oman,Cosmetics,Online
915643,Middle East and North Africa,Oman,Beverages,Offline
915653,Europe,Montenegro,Clothes,Online
915663,Central America and the Caribbean,El Salvador,Beverages,Online
915673,Sub-Saharan Africa,Benin,Cosmetics,Offline
915683,Sub-Saharan Africa,South Sudan,Vegetables,Offline
915693,Sub-Saharan Africa,Cameroon,Clothes,Offline
915703,Sub-Saharan Africa,Niger,Personal Care,Online
915713,Europe,Armenia,Clothes,Online
915723,Middle East and North Africa,United Arab Emirates,Beverages,Offline
915733,Middle East and North Africa,Saudi Arabia,Personal Care,Offline
915743,Australia and Oceania,East Timor,Snacks,Offline
915753,Europe,Croatia,Personal Care,Offline
915763,Central America and the Caribbean,Honduras,Meat,Offline
915773,Europe,Croatia,Cereal,Offline
915783,Asia,Tajikistan,Vegetables,Online
915793,Asia,Brunei,Vegetables,Online
915803,Middle East and North Africa,Libya,Clothes,Offline
915813,Middle East and North Africa,Israel,Snacks,Offline
915823,Sub-Saharan Africa,Benin,Baby Food,Online
915833,Central America and the Caribbean,Jamaica,Beverages,Online
915843,Europe,Albania,Office Supplies,Online
915853,Asia,Philippines,Snacks,Online
915863,Sub-Saharan Africa,Mauritania,Vegetables,Online
915873,Europe,Latvia,Beverages,Offline
915883,Asia,Laos,Fruits,Online
915893,Europe,Belgium,Household,Offline
915903,Sub-Saharan Africa,Mauritius ,Vegetables,Online
915913,Central America and the Caribbean,Dominica,Fruits,Offline
915923,Sub-Saharan Africa,Nigeria,Baby Food,Offline
915933,Asia,Kazakhstan,Cereal,Offline
915943,Australia and Oceania,Australia,Personal Care,Offline
915953,Europe,Netherlands,Meat,Offline
915963,Sub-Saharan Africa,Nigeria,Meat,Offline
915973,Central America and the Caribbean,Costa Rica,Beverages,Offline
915983,Europe,Iceland,Beverages,Offline
915993,Middle East and North Africa,Morocco,Personal Care,Offline
916003,Europe,Croatia,Vegetables,Offline
916013,Middle East and North Africa,Afghanistan,Snacks,Online
916023,Europe,Monaco,Cereal,Online
916033,Middle East and North Africa,Algeria,Cereal,Online
916043,Europe,United Kingdom,Office Supplies,Online
916053,Asia,Bhutan,Household,Online
916063,Europe,France,Snacks,Online
916073,Europe,Sweden,Snacks,Offline
916083,Sub-Saharan Africa,Central African Republic,Meat,Offline
916093,Europe,Luxembourg,Cereal,Offline
916103,Europe,Germany,Snacks,Offline
916113,Europe,United Kingdom,Personal Care,Online
916123,Asia,Sri Lanka,Cosmetics,Online
916133,Central America and the Caribbean,Grenada,Snacks,Online
916143,Sub-Saharan Africa,Cote d'Ivoire,Snacks,Online
916153,Europe,Norway,Cereal,Online
916163,Australia and Oceania,Vanuatu,Fruits,Online
916173,Sub-Saharan Africa,Niger,Clothes,Online
916183,Sub-Saharan Africa,Cape Verde,Clothes,Offline
916193,North America,United States of America,Cereal,Online
915610,Europe,Russia,Office Supplies,Offline
915620,Europe,Belarus,Clothes,Offline
915630,Sub-Saharan Africa,Tanzania,Snacks,Offline
915640,Central America and the Caribbean,Guatemala,Household,Offline
915650,Asia,Kazakhstan,Cosmetics,Offline
915660,Asia,North Korea,Snacks,Online
915670,Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Offline
915680,Europe,Liechtenstein,Office Supplies,Offline
915690,Sub-Saharan Africa,Cameroon,Fruits,Offline
915700,Europe,Montenegro,Snacks,Offline
915710,Sub-Saharan Africa,Eritrea,Personal Care,Online
915720,Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline
915730,Central America and the Caribbean,Trinidad and Tobago,Fruits,Online
915740,Sub-Saharan Africa,Comoros,Meat,Online
915750,Middle East and North Africa,Morocco,Personal Care,Online
915760,Europe,Switzerland,Office Supplies,Offline
915770,Middle East and North Africa,Kuwait,Beverages,Offline
915780,Asia,Tajikistan,Personal Care,Online
915790,Europe,Ireland,Household,Online
915800,Europe,Czech Republic,Fruits,Online
915810,Central America and the Caribbean,Antigua and Barbuda ,Cereal,Online
915820,Sub-Saharan Africa,Zambia,Clothes,Online
915830,Europe,Slovenia,Personal Care,Offline
915840,Central America and the Caribbean,Saint Vincent and the Grenadines,Meat,Online
915850,Australia and Oceania,Solomon Islands,Office Supplies,Offline
915860,Europe,Denmark,Snacks,Online
915870,Sub-Saharan Africa,Malawi,Cereal,Online
915880,Sub-Saharan Africa,Equatorial Guinea,Cosmetics,Online
915890,Sub-Saharan Africa,Djibouti,Snacks,Online
915900,Central America and the Caribbean,Saint Kitts and Nevis ,Household,Offline
915910,Central America and the Caribbean,The Bahamas,Beverages,Online
915920,Sub-Saharan Africa,Namibia,Clothes,Offline
915930,Asia,South Korea,Snacks,Online
915940,Asia,Mongolia,Snacks,Offline
915950,Asia,Bhutan,Beverages,Online
915960,Middle East and North Africa,Iraq,Cosmetics,Online
915970,Middle East and North Africa,Lebanon,Office Supplies,Online
915980,Sub-Saharan Africa,Zambia,Cereal,Online
915990,Europe,Lithuania,Household,Online
916000,Asia,Kazakhstan,Cereal,Offline
916010,Europe,Luxembourg,Cereal,Offline
916020,Europe,Hungary,Vegetables,Offline
916030,Asia,Bangladesh,Cereal,Online
916040,Sub-Saharan Africa,Angola,Fruits,Offline
916050,Australia and Oceania,Nauru,Snacks,Online
916060,Sub-Saharan Africa,Comoros,Cosmetics,Offline
916070,Asia,Japan,Clothes,Online
916080,Europe,Belarus,Meat,Online
916090,Asia,South Korea,Fruits,Offline
916100,Middle East and North Africa,Israel,Meat,Online
916110,Sub-Saharan Africa,Kenya,Personal Care,Online
916120,Middle East and North Africa,Iraq,Meat,Online
916130,Australia and Oceania,Tonga,Cereal,Offline
916140,Asia,North Korea,Beverages,Offline
916150,Europe,Portugal,Cosmetics,Offline
916160,Central America and the Caribbean,Costa Rica,Baby Food,Offline
916170,Australia and Oceania,Tonga,Cosmetics,Online
916180,North America,Mexico,Fruits,Online
916190,Europe,Finland,Office Supplies,Online
916200,Sub-Saharan Africa,Djibouti,Snacks,Online
915609,Australia and Oceania,Federated States of Micronesia,Household,Offline
915619,Middle East and North Africa,Iran,Beverages,Online
915629,Europe,Italy,Meat,Offline
915639,Europe,Bosnia and Herzegovina,Household,Online
915649,Sub-Saharan Africa,Togo,Fruits,Offline
915659,Europe,Latvia,Baby Food,Offline
915669,Middle East and North Africa,Yemen,Vegetables,Online
915679,Middle East and North Africa,Qatar,Office Supplies,Offline
915689,Middle East and North Africa,Yemen,Cereal,Online
915699,Central America and the Caribbean,Dominican Republic,Cereal,Online
915709,Sub-Saharan Africa,Burundi,Snacks,Online
915719,Middle East and North Africa,United Arab Emirates,Office Supplies,Offline
915729,Europe,Belgium,Beverages,Offline
915739,Asia,Cambodia,Snacks,Online
915749,Sub-Saharan Africa,Swaziland,Household,Online
915759,Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline
915769,Middle East and North Africa,Syria,Office Supplies,Offline
915779,Sub-Saharan Africa,Zimbabwe,Baby Food,Online
915789,Asia,Uzbekistan,Personal Care,Offline
915799,Central America and the Caribbean,Nicaragua,Meat,Offline
915809,Europe,Georgia,Meat,Online
915819,North America,United States of America,Vegetables,Online
915829,Sub-Saharan Africa,Burkina Faso,Office Supplies,Offline
915839,Europe,Portugal,Beverages,Offline
915849,Sub-Saharan Africa,Sudan,Clothes,Online
915859,Middle East and North Africa,Algeria,Personal Care,Offline
915869,Sub-Saharan Africa,Gabon,Beverages,Offline
915879,Europe,Liechtenstein,Clothes,Online
915889,Asia,Malaysia,Cereal,Online
915899,Australia and Oceania,Tuvalu,Personal Care,Online
915909,Central America and the Caribbean,Jamaica,Household,Offline
915919,Sub-Saharan Africa,Cape Verde,Personal Care,Offline
915929,Middle East and North Africa,Iraq,Cereal,Online
915939,Europe,Belgium,Baby Food,Offline
915949,North America,Canada,Household,Online
915959,Central America and the Caribbean,Dominican Republic,Fruits,Online
915969,Europe,Norway,Household,Online
915979,Europe,Finland,Personal Care,Offline
915989,Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Offline
915999,Europe,Estonia,Office Supplies,Offline
916009,Asia,Vietnam,Office Supplies,Offline
916019,Europe,Germany,Cereal,Offline
916029,Europe,Romania,Beverages,Online
916039,Middle East and North Africa,Israel,Beverages,Online
916049,Europe,Slovenia,Cosmetics,Online
916059,Central America and the Caribbean,Grenada,Vegetables,Offline
916069,Australia and Oceania,Vanuatu,Household,Online
916079,Europe,Kosovo,Meat,Offline
916089,Sub-Saharan Africa,The Gambia,Household,Offline
916099,Europe,Czech Republic,Beverages,Offline
916109,Central America and the Caribbean,Barbados,Personal Care,Offline
916119,Middle East and North Africa,Kuwait,Beverages,Offline
916129,Middle East and North Africa,Jordan,Clothes,Offline
916139,Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline
916149,Europe,Malta,Office Supplies,Offline
916159,Sub-Saharan Africa,Sao Tome and Principe,Snacks,Offline
916169,Asia,Japan,Baby Food,Offline
916179,Middle East and North Africa,Lebanon,Meat,Online
916189,Sub-Saharan Africa,Mauritius ,Snacks,Offline
916199,Central America and the Caribbean,Haiti,Cereal,Online
915605,Europe,Germany,Fruits,Offline
915615,Central America and the Caribbean,El Salvador,Cosmetics,Offline
915625,Europe,Andorra,Clothes,Online
915635,Central America and the Caribbean,Jamaica,Snacks,Offline
915645,Asia,Sri Lanka,Clothes,Offline
915655,Europe,Portugal,Household,Online
915665,Central America and the Caribbean,Saint Lucia,Personal Care,Online
915675,Sub-Saharan Africa,Swaziland,Cereal,Offline
915685,Central America and the Caribbean,Trinidad and Tobago,Personal Care,Online
915695,Sub-Saharan Africa,Burkina Faso,Vegetables,Online
915705,Australia and Oceania,East Timor,Cosmetics,Offline
915715,Central America and the Caribbean,Jamaica,Clothes,Online
915725,Middle East and North Africa,Somalia,Personal Care,Offline
915735,Europe,Spain,Clothes,Online
915745,Europe,Iceland,Cosmetics,Online
915755,Asia,Myanmar,Personal Care,Online
915765,Asia,Taiwan,Office Supplies,Offline
915775,Middle East and North Africa,Iran,Clothes,Online
915785,Middle East and North Africa,Somalia,Meat,Online
915795,North America,Canada,Office Supplies,Online
915805,Europe,Vatican City,Snacks,Offline
915815,Australia and Oceania,Federated States of Micronesia,Baby Food,Offline
915825,Sub-Saharan Africa,Ghana,Snacks,Online
915835,Middle East and North Africa,Lebanon,Beverages,Offline
915845,Sub-Saharan Africa,Djibouti,Household,Offline
915855,Asia,Maldives,Vegetables,Offline
915865,Middle East and North Africa,Libya,Snacks,Offline
915875,Europe,Georgia,Snacks,Offline
915885,Australia and Oceania,Samoa ,Household,Online
915895,Sub-Saharan Africa,Mali,Meat,Online
915905,Sub-Saharan Africa,Mauritius ,Office Supplies,Online
915915,Middle East and North Africa,Qatar,Beverages,Offline
915925,Europe,Switzerland,Office Supplies,Online
915935,Europe,Kosovo,Fruits,Online
915945,Sub-Saharan Africa,Nigeria,Cosmetics,Offline
915955,Asia,Mongolia,Beverages,Online
915965,Central America and the Caribbean,Dominica,Beverages,Online
915975,Asia,Maldives,Fruits,Online
915985,Europe,Vatican City,Beverages,Online
915995,Middle East and North Africa,Azerbaijan,Personal Care,Offline
916005,Europe,Norway,Household,Offline
916015,Asia,Taiwan,Vegetables,Online
916025,Asia,Turkmenistan,Meat,Online
916035,Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Online
916045,Europe,Georgia,Personal Care,Offline
916055,Sub-Saharan Africa,Gabon,Fruits,Offline
916065,Sub-Saharan Africa,Togo,Meat,Online
916075,Asia,Bhutan,Cereal,Offline
916085,North America,United States of America,Office Supplies,Offline
916095,Middle East and North Africa,Tunisia ,Household,Online
916105,Asia,Mongolia,Clothes,Online
916115,Middle East and North Africa,Yemen,Vegetables,Offline
916125,Europe,Armenia,Snacks,Offline
916135,Sub-Saharan Africa,Rwanda,Office Supplies,Online
916145,Australia and Oceania,Fiji,Baby Food,Online
916155,Sub-Saharan Africa,The Gambia,Fruits,Online
916165,Sub-Saharan Africa,Mali,Household,Offline
916175,Sub-Saharan Africa,Liberia,Fruits,Offline
916185,Sub-Saharan Africa,Cape Verde,Baby Food,Online
916195,Sub-Saharan Africa,Cote d'Ivoire,Household,Offline
916202,Central America and the Caribbean,El Salvador,Household,Offline
915612,Australia and Oceania,Federated States of Micronesia,Meat,Online
915622,Asia,Tajikistan,Personal Care,Online
915632,Sub-Saharan Africa,Niger,Household,Offline
915642,Sub-Saharan Africa,Cameroon,Household,Offline
915652,Europe,Vatican City,Cereal,Offline
915662,Europe,Poland,Cosmetics,Offline
915672,Sub-Saharan Africa,Mozambique,Baby Food,Offline
915682,Middle East and North Africa,Oman,Office Supplies,Online
915692,Europe,Slovakia,Snacks,Online
915702,Sub-Saharan Africa,Eritrea,Household,Offline
915712,Europe,Cyprus,Snacks,Online
915722,Sub-Saharan Africa,Mauritius ,Fruits,Online
915732,Asia,Myanmar,Office Supplies,Offline
915742,Middle East and North Africa,Pakistan,Household,Offline
915752,Central America and the Caribbean,Costa Rica,Baby Food,Online
915762,Sub-Saharan Africa,Eritrea,Cosmetics,Online
915772,Central America and the Caribbean,Belize,Clothes,Online
915782,Middle East and North Africa,Algeria,Baby Food,Offline
915792,Sub-Saharan Africa,Nigeria,Cereal,Offline
915802,Middle East and North Africa,Saudi Arabia,Household,Offline
915812,Middle East and North Africa,Iraq,Office Supplies,Offline
915822,Sub-Saharan Africa,Guinea-Bissau,Meat,Offline
915832,Europe,Greece,Baby Food,Offline
915842,Central America and the Caribbean,Antigua and Barbuda ,Clothes,Online
915852,Middle East and North Africa,Iraq,Fruits,Offline
915862,Europe,Finland,Snacks,Offline
915872,Europe,Latvia,Office Supplies,Offline
915882,Australia and Oceania,Kiribati,Baby Food,Online
915892,Sub-Saharan Africa,Mali,Baby Food,Online
915902,Asia,Sri Lanka,Household,Offline
915912,Middle East and North Africa,Jordan,Cosmetics,Online
915922,Central America and the Caribbean,Saint Lucia,Cosmetics,Online
915932,Europe,Czech Republic,Vegetables,Online
915942,Europe,Cyprus,Beverages,Online
915952,Australia and Oceania,Tuvalu,Beverages,Online
915962,Australia and Oceania,East Timor,Cosmetics,Online
915972,Australia and Oceania,Samoa ,Cosmetics,Offline
915982,Middle East and North Africa,Saudi Arabia,Fruits,Online
915992,Asia,North Korea,Office Supplies,Offline
916002,Asia,China,Meat,Offline
916012,Asia,Bhutan,Cereal,Online
916022,Asia,Myanmar,Office Supplies,Online
916032,Central America and the Caribbean,Honduras,Meat,Online
916042,Middle East and North Africa,Kuwait,Cosmetics,Offline
916052,Sub-Saharan Africa,Botswana,Beverages,Online
916062,Asia,Uzbekistan,Cereal,Online
916072,Australia and Oceania,Federated States of Micronesia,Clothes,Online
916082,Sub-Saharan Africa,Cameroon,Household,Offline
916092,Middle East and North Africa,Pakistan,Office Supplies,Online
916102,Central America and the Caribbean,Panama,Cosmetics,Online
916112,Europe,Armenia,Cosmetics,Online
916122,Sub-Saharan Africa,Gabon,Baby Food,Offline
916132,Sub-Saharan Africa,Uganda,Vegetables,Offline
916142,Sub-Saharan Africa,Namibia,Office Supplies,Offline
916152,Sub-Saharan Africa,South Sudan,Fruits,Offline
916162,Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Online
916172,Australia and Oceania,Samoa ,Vegetables,Online
916182,Australia and Oceania,Papua New Guinea,Office Supplies,Online
916192,Australia and Oceania,Solomon Islands,Beverages,Offline
916201,Europe,Luxembourg,Fruits,Online
